id,county,county_income,county_gini,county_income_mobility,generation,age,time,income,parent_id
5462,20,NaN,0.0,0.0,1,0.0,6.156037393920965,0.0,0.0
5464,10,NaN,0.0,0.0,1,0.0,6.156316719040924,0.0,0.0
5466,2,NaN,0.0,0.0,1,0.0,6.157184628344577,0.0,0.0
5468,21,NaN,0.0,0.0,1,0.0,6.157188227467026,0.0,0.0
5470,9,NaN,0.0,0.0,1,0.0,6.158024627093892,0.0,0.0
5472,17,NaN,0.0,0.0,1,0.0,6.1584010457631795,0.0,0.0
5474,2,NaN,0.0,0.0,1,0.0,6.158593514873158,0.0,0.0
5476,10,NaN,0.0,0.0,1,0.0,6.15894404452281,0.0,0.0
5478,14,NaN,0.0,0.0,1,0.0,6.159389700471945,0.0,0.0
5480,13,NaN,0.0,0.0,1,0.0,6.16061477319811,0.0,0.0
5482,4,NaN,0.0,0.0,1,0.0,6.160904008517674,0.0,0.0
5484,7,NaN,0.0,0.0,1,0.0,6.16109631080956,0.0,0.0
5486,22,NaN,0.0,0.0,1,0.0,6.161692790899692,0.0,0.0
5488,24,NaN,0.0,0.0,1,0.0,6.1634410268825315,0.0,0.0
5490,6,NaN,0.0,0.0,1,0.0,6.163610888013384,0.0,0.0
5492,7,NaN,0.0,0.0,1,0.0,6.163771932776902,0.0,0.0
5494,3,NaN,0.0,0.0,1,0.0,6.164302045984515,0.0,0.0
5496,17,NaN,0.0,0.0,1,0.0,6.165036408756021,0.0,0.0
5498,21,NaN,0.0,0.0,1,0.0,6.165258854779872,0.0,0.0
5500,10,NaN,0.0,0.0,1,0.0,6.1660106477246,0.0,0.0
5502,14,NaN,0.0,0.0,1,0.0,6.166176958715459,0.0,0.0
5504,7,NaN,0.0,0.0,1,0.0,6.166424490146869,0.0,0.0
5506,16,NaN,0.0,0.0,1,0.0,6.167183876041091,0.0,0.0
5508,3,NaN,0.0,0.0,1,0.0,6.169200229478419,0.0,0.0
5510,5,NaN,0.0,0.0,1,0.0,6.169764800339855,0.0,0.0
5512,18,NaN,0.0,0.0,1,0.0,6.169803085983316,0.0,0.0
5514,11,NaN,0.0,0.0,1,0.0,6.171701002609208,0.0,0.0
5516,3,NaN,0.0,0.0,1,0.0,6.172277748222751,0.0,0.0
5518,3,NaN,0.0,0.0,1,0.0,6.172440877722201,0.0,0.0
5520,9,NaN,0.0,0.0,1,0.0,6.172630255519149,0.0,0.0
5522,3,NaN,0.0,0.0,1,0.0,6.173595170314029,0.0,0.0
5524,11,NaN,0.0,0.0,1,0.0,6.174215038672002,0.0,0.0
5526,23,NaN,0.0,0.0,1,0.0,6.174395842860039,0.0,0.0
5528,14,NaN,0.0,0.0,1,0.0,6.175105504755453,0.0,0.0
5530,9,NaN,0.0,0.0,1,0.0,6.175446118644619,0.0,0.0
5532,22,NaN,0.0,0.0,1,0.0,6.176090346216931,0.0,0.0
5534,2,NaN,0.0,0.0,1,0.0,6.176500972854938,0.0,0.0
5536,16,NaN,0.0,0.0,1,0.0,6.1773464279936094,0.0,0.0
5538,5,NaN,0.0,0.0,1,0.0,6.178224744808013,0.0,0.0
5540,20,NaN,0.0,0.0,1,0.0,6.179707205443268,0.0,0.0
5542,23,NaN,0.0,0.0,1,0.0,6.181018331621731,0.0,0.0
5544,7,NaN,0.0,0.0,1,0.0,6.1811391534858355,0.0,0.0
5546,9,NaN,0.0,0.0,1,0.0,6.181774730101772,0.0,0.0
5548,4,NaN,0.0,0.0,1,0.0,6.1820777177952415,0.0,0.0
5550,25,NaN,0.0,0.0,1,0.0,6.1824449781759885,0.0,0.0
5552,19,NaN,0.0,0.0,1,0.0,6.182528612038402,0.0,0.0
5554,15,NaN,0.0,0.0,1,0.0,6.182612935003574,0.0,0.0
5556,17,NaN,0.0,0.0,1,0.0,6.182984964168644,0.0,0.0
5558,13,NaN,0.0,0.0,1,0.0,6.184009082057439,0.0,0.0
5560,17,NaN,0.0,0.0,1,0.0,6.184280429736182,0.0,0.0
5562,9,NaN,0.0,0.0,1,0.0,6.18437998219981,0.0,0.0
5564,11,NaN,0.0,0.0,1,0.0,6.184579132426118,0.0,0.0
5566,15,NaN,0.0,0.0,1,0.0,6.185423725792361,0.0,0.0
5568,20,NaN,0.0,0.0,1,0.0,6.18672350337641,0.0,0.0
5570,10,NaN,0.0,0.0,1,0.0,6.187706309559725,0.0,0.0
5572,3,NaN,0.0,0.0,1,0.0,6.188074210144294,0.0,0.0
5574,10,NaN,0.0,0.0,1,0.0,6.18833220332292,0.0,0.0
5576,9,NaN,0.0,0.0,1,0.0,6.188678114774829,0.0,0.0
5578,1,NaN,0.0,0.0,1,0.0,6.189239816319762,0.0,0.0
5580,3,NaN,0.0,0.0,1,0.0,6.189936304369661,0.0,0.0
5582,20,NaN,0.0,0.0,1,0.0,6.190047075540302,0.0,0.0
5584,11,NaN,0.0,0.0,1,0.0,6.190169619912254,0.0,0.0
5586,4,NaN,0.0,0.0,1,0.0,6.190488403136462,0.0,0.0
5588,5,NaN,0.0,0.0,1,0.0,6.190914243105954,0.0,0.0
5590,3,NaN,0.0,0.0,1,0.0,6.192587637054285,0.0,0.0
5592,2,NaN,0.0,0.0,1,0.0,6.193336660977507,0.0,0.0
5594,25,NaN,0.0,0.0,1,0.0,6.193668703667824,0.0,0.0
5596,13,NaN,0.0,0.0,1,0.0,6.193810369673537,0.0,0.0
5598,23,NaN,0.0,0.0,1,0.0,6.193948031694353,0.0,0.0
5600,24,NaN,0.0,0.0,1,0.0,6.193977370006976,0.0,0.0
5602,25,NaN,0.0,0.0,1,0.0,6.1956123065409825,0.0,0.0
5604,2,NaN,0.0,0.0,1,0.0,6.19687176010048,0.0,0.0
5606,18,NaN,0.0,0.0,1,0.0,6.197196399768396,0.0,0.0
5608,22,NaN,0.0,0.0,1,0.0,6.197325074111953,0.0,0.0
5610,22,NaN,0.0,0.0,1,0.0,6.198200762681705,0.0,0.0
5612,23,NaN,0.0,0.0,1,0.0,6.198485747176532,0.0,0.0
